-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,18,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,44,29,30,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,41,29,33,33,33,33,33,33,33,33,33,33,33,33,33,30,45,45,45,29,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,18,10,10,11,-1,-1,-1,-1,-1,44,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,29,33,33,33,33,33,33,33,33,33,30,45,45,31,-1,-1,-1,44,45,29,33,33,33,33,33,30,45,45,45,29,33,33,33,33,33,33,33,33,33,33,33,18,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,29,33,33,33,33,33,33,33,33,35,-1,-1,12,-1,-1,-1,-1,-1,44,29,33,33,30,45,47,-1,-1,-1,44,45,29,33,33,33,33,33,33,33,30,45,45,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,29,33,33,33,33,33,33,30,47,-1,-1,24,-1,-1,-1,-1,-1,-1,44,29,30,47,-1,-1,-1,-1,-1,-1,-1,44,45,29,33,30,45,45,46,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,33,33,33,33,30,45,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,30,47,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,10,10,17,33
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11,-1,-1,-1,-1,-1,-1,44,45,46,45,45,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,10,10,10,10,10,10,10,10,17,33,33,33,33,33,33
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,10,10,10,10,10,10,17,18,11,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,17,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,10,17,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,33,33,33,33,33,33,33,33,33,30,47,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,5,10,10,10,10,40,39,-1,-1,-1,-1,-1,-1,8,17,30,45,45,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,17,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
